0,voter_id,age,sex,voting_method,1211,2141,1356,2183,433,192,1889,193,1347,1905,2092,2121,191
1,156,50,M,internet,0,0,0,0,1,0,1,0,0,0,0,0,0
2,319,42,F,internet,1,1,0,1,0,0,1,0,1,1,0,0,0
3,366,28,F,internet,0,0,0,0,0,1,0,1,0,0,0,0,1
4,418,41,F,internet,1,0,0,0,0,0,0,0,0,0,0,0,0
5,459,40,M,internet,1,1,1,0,0,1,0,0,1,0,1,0,0
6,493,29,M,internet,1,0,0,0,0,0,0,0,0,0,0,0,0
7,500,9,F,internet,0,1,1,1,0,1,1,0,1,0,1,1,0
8,502,44,F,internet,1,1,1,0,0,1,0,0,0,0,1,1,0
9,528,55,M,internet,1,0,0,0,1,0,0,0,0,0,0,0,0
10,539,10,F,internet,1,0,0,0,0,0,0,0,0,0,0,0,0
11,645,16,M,internet,1,0,0,0,0,0,0,0,0,0,0,0,0
12,670,14,M,internet,0,0,0,0,0,0,1,0,1,0,0,0,0
13,761,53,M,internet,1,1,0,1,0,0,0,0,0,0,0,0,0
14,1209,34,F,internet,1,1,1,1,0,1,0,1,0,0,1,0,0
15,1220,36,F,internet,0,1,1,1,1,0,1,1,0,0,1,0,0
16,1231,32,F,internet,1,1,0,1,1,0,0,1,0,0,0,0,0
17,1390,40,F,internet,1,0,1,0,1,0,0,0,0,0,0,0,0
18,1416,42,F,internet,1,0,1,0,0,0,0,0,0,0,0,0,0
19,1462,6,F,internet,1,0,1,0,0,0,0,0,0,0,0,0,0
20,1490,8,F,internet,1,1,0,1,0,0,0,0,0,0,0,1,0
21,1659,40,F,internet,1,0,0,0,1,0,0,0,0,0,0,0,0
22,1781,37,F,internet,0,1,0,1,0,0,1,1,0,1,1,0,0
23,2308,55,M,internet,1,1,1,0,1,0,1,0,0,1,0,1,0
24,2386,27,M,internet,1,1,1,1,1,1,0,1,0,0,0,1,1
25,2709,36,F,internet,1,0,0,0,1,1,1,0,0,0,0,0,0
26,2886,20,M,internet,0,1,0,0,1,1,0,1,0,0,1,0,1
27,2924,39,M,internet,1,0,0,0,1,0,0,0,0,0,0,0,0
28,2969,20,F,internet,0,1,0,0,1,1,1,1,0,1,0,1,0
29,2975,39,F,internet,0,0,1,0,1,0,0,0,0,0,0,0,0
30,3117,35,M,internet,0,0,0,0,0,0,0,1,0,0,0,1,1
31,3128,49,F,internet,1,1,1,1,1,1,1,1,1,0,0,0,0
32,3300,37,F,internet,0,0,0,0,0,0,0,0,1,0,0,0,0
33,3388,18,M,internet,1,1,1,0,1,1,1,0,1,0,0,0,0
34,3396,39,F,internet,1,1,0,0,0,0,0,0,1,1,0,0,0
35,3799,45,M,internet,0,1,0,0,0,0,0,0,0,0,0,0,0
36,3821,33,F,internet,1,0,0,0,0,0,0,0,0,1,0,0,1
37,3882,18,M,internet,1,1,0,0,1,0,0,0,0,0,0,0,0
38,4056,39,M,internet,1,1,1,1,1,0,1,0,0,0,1,1,0
39,4704,26,F,internet,0,1,1,1,0,1,0,1,1,0,0,0,1
40,4714,29,F,internet,0,1,0,0,0,0,0,0,1,1,1,0,0
41,4825,7,F,internet,0,0,1,1,0,1,1,1,1,0,1,1,1
42,4878,29,M,internet,0,0,0,0,0,1,0,1,0,0,0,1,1
43,5301,22,F,internet,1,0,0,1,1,0,1,0,1,0,0,0,0
44,5465,26,M,internet,0,0,0,1,0,0,1,0,1,0,0,0,0
45,5597,27,F,internet,1,0,1,0,0,0,0,0,0,0,0,0,0
46,5667,34,F,internet,1,0,1,0,0,0,1,0,0,0,0,0,0
47,5740,31,M,internet,1,1,1,1,1,0,1,1,0,1,0,0,1
48,5771,42,M,internet,1,1,0,1,1,1,0,1,1,0,0,1,1
49,6086,38,F,internet,1,1,0,1,1,1,0,1,1,1,0,1,1
50,6136,9,M,internet,1,1,1,1,1,1,0,1,1,0,1,1,1
51,6162,1,F,internet,1,0,1,0,1,1,0,0,0,1,0,0,0
52,6237,47,F,internet,1,0,0,0,1,0,0,0,0,0,0,0,1
53,6326,42,F,internet,1,0,0,0,1,0,0,0,0,0,0,0,0
54,6406,43,F,internet,1,0,0,0,0,0,0,0,0,0,0,0,0
55,6440,13,F,internet,0,0,0,0,0,1,0,1,1,0,0,1,1
56,6538,41,F,internet,1,1,1,1,1,1,0,0,1,1,0,0,1
57,6731,31,F,internet,1,1,0,0,0,0,0,0,0,0,0,0,0
58,6759,31,F,internet,0,1,1,1,0,1,0,1,1,1,1,1,1
59,6819,39,F,internet,1,1,1,0,1,1,0,0,0,0,0,0,0
60,6949,38,F,internet,0,1,0,1,0,0,1,0,1,0,0,0,0
61,7004,32,M,internet,0,1,1,1,0,1,1,1,1,1,1,1,1
62,7127,41,F,internet,0,1,1,1,1,1,1,1,1,1,1,1,0
63,8253,42,M,internet,0,0,0,0,0,0,0,0,0,0,0,0,0
64,8681,34,F,internet,1,0,0,0,0,0,0,0,0,0,0,0,0
65,8875,17,F,internet,1,1,0,1,0,0,0,0,0,0,1,0,0
66,9122,24,F,internet,0,1,0,0,0,1,0,1,0,0,1,1,1
67,9287,39,M,internet,0,1,0,0,1,1,0,1,0,0,1,1,1
68,9338,38,F,internet,0,1,0,0,1,1,0,1,0,0,1,1,1
69,9388,1,F,internet,0,1,0,0,1,1,0,1,0,0,1,1,1
70,9400,4,M,internet,1,1,1,1,1,0,1,0,0,0,1,0,0
71,9413,34,F,internet,1,1,1,0,0,1,0,0,0,1,1,1,0
72,9427,33,F,internet,1,1,1,1,1,1,1,1,1,1,1,0,0
73,9487,43,F,internet,1,1,1,1,0,0,1,1,1,0,1,0,0
74,9488,6,F,internet,1,1,0,1,0,1,1,0,0,1,1,0,0
75,9514,8,M,internet,0,0,0,0,0,0,0,0,0,0,0,0,0
76,9708,48,M,internet,1,1,1,1,0,1,0,1,0,0,0,1,1
77,9922,47,F,internet,1,1,1,1,1,1,0,1,0,0,0,1,1
78,9964,10,F,internet,1,0,1,0,1,1,0,1,0,0,0,1,1
79,10000,6,F,internet,1,1,1,1,1,0,0,1,0,0,0,0,0
80,10013,66,F,internet,0,1,1,1,1,1,1,1,0,0,1,1,1
81,10070,32,F,internet,1,0,1,0,1,0,1,1,0,1,0,0,0
82,10149,43,F,internet,1,0,0,0,0,0,0,0,0,0,0,0,0
83,10176,42,F,internet,0,1,1,0,1,0,0,0,0,0,0,0,0
84,10443,60,F,internet,0,0,0,0,0,1,0,0,0,0,0,1,1
85,10517,41,F,internet,0,1,1,1,0,0,1,1,0,1,1,1,0
86,10713,38,F,internet,0,0,0,0,1,1,0,1,0,0,0,0,1
87,11079,43,M,internet,0,0,0,0,0,0,0,0,0,0,0,0,1
88,11604,26,F,internet,0,0,0,0,1,1,0,1,0,0,0,0,1
89,11610,44,M,internet,0,0,0,0,0,1,0,1,0,0,0,0,1
90,11869,70,M,internet,0,0,0,0,0,1,0,1,0,0,0,0,1
91,11885,70,F,internet,0,0,0,0,0,1,0,1,0,0,0,0,1
