"project id",name,category,target,city,year,"total number of votes","number of votes","popularity percentage","total budget",cost,"cost percentage","selected by phragmen","selected by greedy","selected by equal shares","selected by equal shares with greedy completion","percentage of phragmen selection","percentage of greedy selection","percentage of equalshares selection","percentage of equalshares selection with greedy completion","budget utilisation in phragmen","budget utilisation in utilitarian greedy","budget utilisation in equal shares","budget utilisation in equal shares with greedy completion","total number of projects","voting method"
812,"Doświetlenie przejść dla pieszych","public transit and roads,public space","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,1139,0.014734418255672557,5614506,1100000,0.1959210658960913,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
948,"Las dla ludzi - ławki zamiast samochodów","environmental protection,public space","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,1138,0.014721481979767664,5614506,14000,0.0024935408386775257,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1277,"Pies park - wybieg dla psów z Ursynowa","public space,sport,urban greenery","None",ursynow,2022,77302,1130,0.014617991772528524,5614506,230000,0.040965313778273636,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1283,"Dbamy o ursynowskie drzewa – podlewanie (kontynuacja)","environmental protection,public space,urban greenery","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,1125,0.014553310393004061,5614506,320000,0.056995219169772016,1,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
2087,"149 nowych latarni na ursynowskich ulicach","public transit and roads","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,1121,0.014501565289384491,5614506,1120150,0.1995099836031879,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1355,"Kino pod chmurką - letnie pokazy filmowe w różnych lokalizacjach na Ursynowie","culture,public space","youth,adults,seniors,people with disabilities",ursynow,2022,77302,1018,0.013169128871180564,5614506,80000,0.014248804792443004,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
728,"Remont chodnika wzdłuż Rosoła, Płaskowickiej i Cynamonowej","public transit and roads,public space,urban greenery","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,976,0.01262580528317508,5614506,942800,0.1679221644789408,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1358,"Bezpłatne zajęcia dla dzieci w ursynowskich domach kultury","education,culture,sport","children,youth",ursynow,2022,77302,972,0.012574060179555509,5614506,252150,0.04491045160518129,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
853,"Lodowisko na Ursynowie","sport","children,youth,adults,seniors",ursynow,2022,77302,961,0.012431761144601691,5614506,455730,0.08117009760075063,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1006,"20 pojemników na zakrętki od butelek wędruje przed ursynowskie szkoły i przedszkola. Wspieramy ekologię i akcje charytatywne!","education,environmental protection,welfare","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,940,0.01216009935059895,5614506,68000,0.012111484073576553,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1338,"Ratujmy ursynowskie drzewa, usuńmy jemiołę zanim zniszczy drzewa","environmental protection","None",ursynow,2022,77302,939,0.012147163074694057,5614506,7000,0.0012467704193387628,1,1,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
426,"Iluminacje świąteczne dla mieszkańców Ursynowa - w czasie radosnego oczekiwania na święta","education,culture,public space","children,youth,adults,seniors",ursynow,2022,77302,906,0.011720265969832605,5614506,28300,0.005040514695326712,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1871,"Bezpieczna Belgradzka – przejście dla pieszych i wygodne parkowanie","public transit and roads","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,887,0.011474476727639647,5614506,465000,0.08282117785607496,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
150,"Modernizacja ulicy Poloneza","public transit and roads,public space,urban greenery","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,874,0.011306305140876044,5614506,444600,0.079187732634002,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1990,"Podlewanie drzew na głównych ulicach Ursynowa tj. al. KEN, ul. Polaka, ul. Rosoła","environmental protection,public space,urban greenery","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,849,0.010982898243253733,5614506,31000,0.005521411857071664,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1299,"Eko mural Ursynów jak ze snów. Mural pokryty farbą oczyszczającą powietrze przedstawiający Ursynów w pigułce, architekturę oraz najważniejsze miejsca dzielnicy","education,public transit and roads,environmental protection","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,847,0.010957025691443948,5614506,120000,0.021373207188664506,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
382,"Remont chodnika wzdłuż ulicy al. KEN","public transit and roads,public space,urban greenery","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,785,0.010154976585340612,5614506,1012900,0.18040767967831897,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1650,"Mała architektura, nasadzenie drzew i krzewów przy Szkole nr 340 przy ul. Lokajskiego i Polance Raabego.","education,environmental protection,public space","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,773,0.009999741274481902,5614506,344500,0.061358915637457684,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1051,"Drogowskazy osiedlowe - prosty dojazd do każdego domu","public transit and roads","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,743,0.009611652997335128,5614506,180000,0.03205981078299676,1,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
465,"Targi Żywności, formuła wegetariańska 75%","education,environmental protection,public space","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,740,0.00957284416962045,5614506,54000,0.009617943234899028,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1119,"SPA dla drzew na Alei Kasztanowej","environmental protection,urban greenery","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,721,0.009327054927427492,5614506,49000,0.00872739293537134,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1952,"Rewitalizacja zieleni obszaru Jeziorka Imielińskiego. Instalacja małej architektury","education,environmental protection,public space","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,717,0.009275309823807922,5614506,53500,0.009528888204946259,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1031,"Bezpieczna, zielona i przyjazna Kłobucka","public transit and roads,environmental protection,public space","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,712,0.00921062844428346,5614506,276296,0.049211097111660405,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1796,"Rozbudowa parków do kalisteniki/streetworkoutu wraz z obsadzeniem zielenią, w tym drzewami i krzewami","environmental protection,public space,sport","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,689,0.008913094098470933,5614506,592240,0.10548390187845556,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
2136,"Chronimy i poznajemy nietoperze Lasu Kabackiego","education,environmental protection","children,youth",ursynow,2022,77302,687,0.008887221546661148,5614506,65000,0.01157715389385994,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1376,"Zakup iluminacji świetlnej na al. KEN, a nie wynajmowanie jej co roku za podobne pieniądze! Świąteczna iluminacja z prawdziwego zdarzenia - aleja KEN pięknie oświetlona na święta Bożego Narodzenia","public transit and roads,culture,public space","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,670,0.008667304856277975,5614506,383108,0.06823538883029068,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1874,"Rewitalizacja Skwerku Złotówki - park kieszonkowy na Kabatach","public space,urban greenery","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,655,0.008473260717704587,5614506,237500,0.04230113922756517,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
2171,"Szlachetne zdrowie na Ursynowie. Bezpłatne zajęcia poprawiające kondycję fizyczną i psychiczną mieszkańców","education,welfare,sport","children,youth,adults,people with disabilities",ursynow,2022,77302,632,0.00817572637189206,5614506,350000,0.06233852096693814,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1175,"Krzewy ozdobne przy Metrze Kabaty! - rabaty ozdobnych roślin przy końcowej stacji metra","public space,urban greenery","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,619,0.008007554785128457,5614506,44500,0.007925897665796421,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1016,"W zdrowym ciele spokojny umysł ! - darmowe zajęcia dla zdrowego kręgosłupa i sprawnej sylwetki","education,public space,sport","children,youth,adults,seniors",ursynow,2022,77302,614,0.007942873405603994,5614506,123440,0.021985905794739555,1,0,0,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
2095,"Audiobooki dostępne w sieci","education,culture,environmental protection","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,592,0.00765827533569636,5614506,25000,0.004452751497638439,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
151,"Modernizacja ulicy Wodzirejów","public transit and roads,environmental protection,public space","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,585,0.007567721404362112,5614506,72000,0.012823924313198704,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1360,"Bezpłatne seanse filmowe dla dzieci i dorosłych","culture","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,584,0.007554785128457219,5614506,100000,0.017811005990553755,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
2169,"Senior – sprawne ciało - zajęcia sportowe","education,sport","None",ursynow,2022,77302,578,0.007477167473027865,5614506,291200,0.05186564944449253,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
814,"Powiększenie miejskiego placu zabaw wśród zieleni przy stacji metra Imielin","environmental protection,public space,urban greenery","children,adults",ursynow,2022,77302,576,0.00745129492121808,5614506,48170,0.008579561585649743,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1289,"Koniec ery mroku! Rewitalizacja oświetlenia w Parku im. Jana Pawła II","public space","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,565,0.007308995886264262,5614506,500000,0.08905502995276877,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1196,"Pikniki naukowe w plenerze – aktywne spędzanie czasu dla całych rodzin","education,culture","children,youth,adults",ursynow,2022,77302,534,0.006907971333212594,5614506,144000,0.025647848626397407,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
839,"Dodatkowe przystanki autobusowe przy Kazury/Na Uboczu na Stryjeńskich","public transit and roads,environmental protection,public space","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,503,0.006506946780160928,5614506,132390,0.023579990830894116,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
871,"Wymiana sztucznej nawierzchni na boisku piłkarskim przy ul. Na Uboczu 9","education,environmental protection,sport","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,502,0.006494010504256035,5614506,548300,0.09765774584620623,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1034,"Uporządkujmy teren na przeciwko Kłobuckiej 10","public transit and roads,environmental protection,public space","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,499,0.0064552016765413575,5614506,150000,0.026716508985830632,1,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1362,"Bezpłatne zajęcia z Native Speakerem w ursynowskich szkołach dla wszystkich uczniów","education","children,youth",ursynow,2022,77302,489,0.006325838917492432,5614506,871300,0.15518729519569488,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
415,"Bezpłatne kursy pierwszej pomocy","education,welfare,health","youth,adults,seniors,people with disabilities",ursynow,2022,77302,483,0.006248221262063077,5614506,22000,0.003918421317921826,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1366,"Senior na Ursynowie - bezpłatne zajęcia dla seniorów","education,culture","seniors",ursynow,2022,77302,477,0.006170603606633723,5614506,92000,0.016386125511309454,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
957,"Samoobrona dla dzieci i dorosłych oraz warsztaty przeciwdziałania przemocy rówieśniczej","education,welfare,sport","children,youth,adults,people with disabilities",ursynow,2022,77302,477,0.006170603606633723,5614506,130500,0.02324336281767265,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
673,"Kreatywne strefy gier podwórkowych, jako idea wykorzystania znanych z dawnych czasów zabaw podwórkowych oraz gier planszowych w dużym formacie poprzez przeniesienie ich na chodniki i dzięki temu umożliwienie wspólnych zabaw na świeżym powietrzu przez cały rok bez względu na pogodę","education,public space,sport","children,youth",ursynow,2022,77302,472,0.00610592222710926,5614506,67050,0.011942279516666293,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
2162,"Plenerowe potańcówki i karaoke dla wszystkich","culture","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,467,0.006041240847584797,5614506,150000,0.026716508985830632,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1369,"Koncerty młodzieżowe w ursynowskich domach kultury","culture","youth,adults",ursynow,2022,77302,451,0.005834260433106518,5614506,260000,0.04630861557543976,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1082,"Ekologiczne kurtyny mgiełkowe na terenach placówek oświatowych","public space,sport","children,youth,adults",ursynow,2022,77302,445,0.005756642777677162,5614506,29100,0.005183002743251143,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
417,"Komunikacja bez przemocy w ursynowskich szkołach – warsztaty dla dzieci, rodziców i nauczycieli","education,culture,welfare","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,418,0.005407363328245065,5614506,31000,0.005521411857071664,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
609,"Sąsiedzki Ogród Społeczny przy Miejscu Aktywności Lokalnej MAL Kłobucka 14","education,culture,environmental protection","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,415,0.005368554500530387,5614506,55000,0.009796053294804565,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
2193,"Całoroczne potańcówki międzypokoleniowe","culture","children,youth,adults,seniors,people with disabilities",ursynow,2022,77302,398,0.005148637810147215,5614506,162000,0.028853829704697083,0,0,0,0,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
1235,"Prawda, fałsz czy manipulacja? Warsztaty weryfikacji informacji","education","youth,adults,seniors,people with disabilities",ursynow,2022,77302,396,0.00512276525833743,5614506,35000,0.006233852096693814,1,0,1,1,0.5981308411214953,0.14018691588785046,0.5046728971962616,0.5420560747663551,0.994047383687897,0.9991653762592827,0.6997490073035811,0.996042216358839,107,approval
