election_id,voter_id,age,sex
1,65034,33,F
1,87726,68,F
1,33565,61,M
1,5459,41,F
1,40313,41,F
1,54095,21,F
1,38339,26,F
1,74667,57,M
1,1793,64,M
1,8287,29,F
1,87071,36,M
1,55322,32,F
1,26857,27,F
1,58612,28,F
1,72106,34,M
1,11108,35,F
1,83667,66,F
1,78626,34,M
1,62873,5,F
1,78212,19,M
1,8657,45,M
1,64167,38,F
1,53264,58,F
1,49489,59,F
1,69391,61,F
1,85217,34,M
1,77200,37,F
1,34979,67,F
1,67514,27,F
1,45775,60,F
1,78348,43,F
1,18880,18,F
1,80129,12,M
1,20265,36,F
1,59199,37,F
1,70663,0,M
1,66552,36,F
1,69122,17,F
1,85179,41,M
1,46598,25,M
1,10571,41,M
1,66494,89,F
1,76807,41,F
1,36555,66,F
1,45727,48,F
1,28404,39,F
1,32003,50,M
1,41189,33,F
1,51550,42,M
1,45264,44,F
1,55220,32,M
1,45238,2,F
1,34694,36,M
1,53968,38,F
1,80143,34,M
1,49851,43,F
1,85432,48,M
1,2210,42,M
1,57983,64,F
1,58903,52,M
1,86817,69,F
1,27213,45,F
1,13745,43,F
1,86198,7,F
1,82414,3,F
1,52220,50,M
1,11506,36,M
1,18962,41,M
1,84166,49,F
1,68860,39,M
1,53591,86,F
1,77039,8,F
1,2753,31,F
1,29651,41,F
1,48095,61,F
1,83940,37,M
1,29256,55,M
1,55279,31,F
1,53445,60,M
1,83203,5,F
1,19467,39,F
1,46223,0,F
1,26737,31,F
1,4838,41,F
1,43149,41,F
1,17567,30,M
1,1967,53,F
1,77022,40,M
1,51240,20,F
1,81918,41,M
1,7191,37,M
1,32377,36,M
1,18928,42,F
1,73677,64,F
1,23504,39,F
1,39549,31,M
1,17191,29,F
1,33233,35,M
1,75798,55,F
1,58498,24,M
1,86858,7,F
1,80085,32,M
1,69233,38,M
1,12590,36,F
1,7731,40,F
1,60425,59,F
1,49259,26,M
1,79733,61,M
1,118,30,F
1,41424,37,F
1,13390,43,M
1,44402,45,F
1,63988,63,F
1,57912,78,M
1,56576,30,F
1,42597,38,F
1,57012,0,F
1,65347,31,F
1,32284,4,M
1,41055,39,M
1,47853,33,M
1,26905,63,M
1,23503,44,F
1,31337,64,F
1,57830,37,M
1,40141,31,F
1,71570,3,M
1,73810,35,F
1,32071,37,M
1,38472,35,M
1,58885,53,F
1,22908,29,M
1,50818,40,F
1,7390,35,M
1,20752,29,F
1,51246,19,F
1,20378,38,F
1,47507,37,F
1,71210,33,F
1,49835,11,M
1,35703,25,M
1,50759,10,F
1,24628,64,F
1,87408,67,F
1,11819,42,M
1,55698,20,F
1,75554,44,F
1,86564,9,F
1,68728,41,M
1,87104,1,F
1,62307,41,F
1,58389,30,M
1,31358,33,F
1,20941,36,F
1,7710,42,F
1,80409,43,M
1,18643,22,F
1,10499,32,F
1,13705,44,F
1,83999,41,M
1,9278,48,M
1,24034,30,M
1,20151,70,F
1,31246,39,F
1,17846,38,F
1,58258,41,F
1,7738,54,M
1,48106,29,F
1,70453,11,M
1,41303,39,M
1,57907,31,F
1,3839,26,F
1,56080,35,F
1,30045,29,F
1,75030,43,F
1,35225,25,F
1,55359,28,M
1,63893,3,M
1,17120,34,F
1,57627,15,F
1,71862,13,M
1,67271,34,F
1,62291,26,M
1,22095,62,F
1,46451,44,M
1,86769,13,M
1,61905,43,F
1,4059,34,F
1,64916,40,M
1,34470,73,M
1,9865,37,F
1,56318,33,F
1,59951,25,F
1,70059,39,F
1,20239,38,F
1,24821,38,M
1,61210,7,M
1,54644,8,M
1,82145,9,F
1,34843,31,M
1,61980,40,F
1,44316,41,F
1,12829,29,F
1,2818,34,F
1,34557,34,F
1,62531,26,M
1,45812,43,M
1,41618,4,F
1,73631,28,F
1,32756,20,M
1,18485,24,M
1,41590,37,M
1,76439,37,F
1,29752,26,M
1,7322,69,F
1,16391,39,M
1,72424,39,F
1,36564,33,M
1,67486,7,M
1,56636,46,M
1,3909,44,M
1,78882,44,M
1,7075,34,F
1,35524,71,F
1,46668,41,F
1,85801,4,M
1,23701,69,F
1,61312,38,F
1,81558,56,M
1,64229,43,M
1,33590,60,F
1,44733,34,M
1,56605,37,F
1,85933,10,F
1,87326,63,M
1,79885,62,M
1,30634,39,F
1,48096,54,F
1,30106,35,F
1,57916,54,F
1,14766,47,F
1,31131,36,F
1,61781,37,F
1,63193,34,M
1,85970,34,M
1,82215,11,F
1,57408,42,F
1,87122,8,M
1,23441,41,F
1,59290,30,F
1,84061,31,M
1,9309,60,F
1,45280,8,M
1,26449,39,F
1,85925,71,F
1,74250,4,M
1,34399,65,F
1,61027,32,F
1,3953,31,F
1,43221,43,M
1,35327,29,F
1,5904,42,M
1,55476,3,F
1,41538,20,F
1,51302,46,M
1,28926,35,M
1,48629,61,M
1,39482,6,F
1,33275,39,F
1,30292,63,F
1,58333,32,F
1,72000,41,F
1,27725,61,F
1,48993,58,F
1,44664,70,F
1,45069,28,F
1,19662,60,M
1,67626,39,F
1,83884,7,M
1,28665,21,F
1,70674,9,M
1,69935,60,F
1,60906,37,F
1,55420,40,F
1,79670,14,F
1,33893,31,F
1,74314,39,M
1,53793,27,F
1,22807,42,F
1,25262,38,F
1,16211,39,F
1,31733,43,F
1,73729,41,M
1,40226,35,M
1,32607,3,F
1,45895,32,F
1,85487,47,M
1,78901,39,F
1,29756,40,F
1,1204,10,M
1,62906,23,F
1,17933,62,F
1,57520,7,F
1,44589,34,F
1,60339,32,M
1,72549,54,M
1,15139,33,F
1,44143,28,F
1,25462,41,M
1,64758,30,F
1,74484,35,F
1,27896,41,F
1,77626,20,F
1,33817,23,F
1,41948,27,F
1,38563,7,F
1,1406,54,M
1,58067,46,F
1,77460,6,M
1,62230,14,M
1,71808,4,M
1,85908,3,F
1,2381,27,M
1,26284,70,F
1,44797,48,M
1,38307,69,F
1,69982,13,F
1,54015,35,M
1,77182,40,F
1,49949,9,F
1,44709,28,F
1,2473,29,F
1,26098,50,F
1,5792,30,F
1,48779,45,F
1,29931,36,F
1,806,23,M
1,56844,26,F
1,52547,55,M
1,29553,54,F
1,64106,39,F
1,4206,33,F
1,24097,39,F
1,29700,66,F
1,68587,69,F
1,60265,7,M
1,31977,32,M
1,32032,40,M
1,48673,30,F
1,57873,41,M
1,59500,40,F
1,27886,41,F
1,35001,46,F
1,75919,60,F
1,17085,8,M
1,78518,43,M
1,28258,38,M
1,80034,26,M
1,37957,31,M
1,69969,32,F
1,86100,14,M
1,9994,34,F
1,50005,30,F
1,11928,39,F
1,52704,46,F
1,58120,5,F
1,16183,29,F
1,43148,30,F
1,8630,30,F
1,18202,31,F
1,10931,44,M
1,11269,0,M
1,56377,31,F
1,74566,3,M
1,7395,36,M
1,31194,36,F
1,49778,41,M
1,27588,40,F
1,71469,12,M
1,68713,21,M
1,22728,69,F
1,72946,34,M
1,69998,33,F
1,54586,52,M
1,64550,35,F
1,3349,45,F
1,57920,9,M
1,29493,43,F
1,40109,39,F
1,33320,73,F
1,83729,25,F
1,83060,39,F
1,31208,7,F
1,78567,21,F
1,85856,38,M
1,71982,36,F
1,14609,3,F
1,55657,4,M
1,74417,35,M
1,28350,46,F
1,24239,37,F
1,17820,29,F
1,77735,35,F
1,55237,42,F
1,70086,42,F
1,49836,59,F
1,78708,33,M
1,53867,42,M
1,49321,31,M
1,73079,28,F
1,51918,40,F
1,87535,71,F
1,78908,30,M
1,62785,32,F
1,75702,37,F
1,39333,21,F
1,22983,34,M
1,80805,34,F
1,77180,40,F
1,26667,47,F
1,70053,39,F
1,18009,13,F
1,21320,37,F
1,399,21,F
1,39766,37,M
1,80838,59,F
1,28408,27,M
1,36015,22,M
1,78585,48,F
1,80332,48,M
1,82214,28,F
1,80905,66,F
1,43103,45,M
1,62289,38,M
1,85812,56,F
1,8765,109,M
1,82285,37,F
1,70509,53,F
1,561,39,F
1,81176,50,M
1,79946,38,M
1,47082,74,M
1,57287,33,F
1,52996,43,F
1,5969,27,F
1,21257,20,F
1,84961,5,F
1,84001,63,F
1,55875,37,M
1,39006,71,F
1,86619,7,M
1,16557,57,F
1,67274,40,M
1,33530,66,M
1,70088,56,F
1,43631,37,F
1,64568,52,F
1,30116,39,F
1,7345,25,F
1,54285,45,F
1,43059,62,M
1,22542,40,F
1,76472,17,M
1,25970,36,M
1,46422,36,M
1,58321,64,F
1,53539,42,M
1,82629,66,F
1,34063,22,F
1,40511,53,F
1,80090,65,F
1,34498,71,F
1,1545,68,F
1,35218,24,F
1,81035,18,F
1,36045,36,F
1,67051,39,F
1,87378,70,M
1,2905,37,F
1,59300,43,M
1,56037,64,M
1,76128,43,F
1,47363,40,M
1,21176,36,F
1,31595,34,M
1,31738,35,F
1,44653,36,M
1,31760,32,F
1,35956,63,F
1,52047,34,F
1,32108,39,M
1,26118,41,M
1,39264,35,M
1,58048,47,F
1,30044,31,F
1,8798,35,M
1,70658,2,F
1,34900,68,M
1,66262,30,F
1,12703,35,F
1,14671,39,F
1,22994,35,F
1,53353,34,F
1,27255,33,F
1,22878,39,M
1,39408,35,F
1,84901,30,F
1,72247,1,M
1,6487,33,F
1,51173,37,F
1,53465,40,M
1,65399,31,M
1,54212,35,F
1,77161,37,M
1,68623,19,F
1,82992,2,F
1,27453,36,M
1,86617,1,F
1,71689,49,M
1,32502,30,F
1,26198,25,M
1,82300,40,F
1,32088,34,F
1,36522,62,F
1,82269,41,F
1,66899,40,F
1,35005,70,F
1,45599,43,M
1,8943,75,M
1,78602,34,F
1,76392,74,F
1,45456,72,F
1,11029,8,M
1,29644,48,F
1,26122,57,F
1,59724,43,M
1,65680,51,F
1,57541,30,F
1,73726,32,F
1,37655,36,F
1,52388,28,F
1,70533,42,F
1,1262,47,F
1,85584,81,F
1,25199,35,F
1,80687,36,M
1,32107,33,M
1,51470,28,M
1,75409,39,F
1,12606,47,F
1,35910,36,M
1,73462,38,M
1,28543,5,M
1,30601,41,M
1,30546,29,F
1,84170,48,M
1,29059,36,F
1,8792,59,M
1,33940,61,F
1,52019,43,F
1,64817,30,F
1,47499,24,F
1,10440,28,F
1,73759,47,M
1,11718,34,F
1,39238,32,F
1,72090,32,F
1,10422,50,F
1,45314,38,M
1,51198,34,M
1,48411,49,F
1,85360,2,M
1,63482,6,F
1,77552,15,M
1,36196,63,F
1,60897,41,F
1,75151,39,F
1,52,43,M
1,48789,55,F
1,69538,8,F
1,67082,34,F
1,29616,21,F
1,58778,59,F
1,82699,64,M
1,32291,35,F
1,70471,33,M
1,43019,6,M
1,35913,35,M
1,35791,36,M
1,79332,15,F
1,58859,35,M
1,52148,44,M
1,72059,39,M
1,9622,43,M
1,68846,12,M
1,64170,40,M
1,22423,42,F
1,50977,56,F
1,57657,12,F
1,40018,17,F
1,60478,31,F
1,10807,45,F
1,60154,63,M
1,86046,48,M
1,52254,42,F
1,82934,80,M
1,16396,38,F
1,56373,66,M
1,35421,43,M
1,26484,47,M
1,83612,77,M
1,60273,44,F
1,78263,43,F
1,15902,27,M
1,54467,10,M
1,48084,40,M
1,38967,32,F
1,8196,30,M
1,37084,51,F
1,34384,40,F
1,67919,27,M
1,46725,7,M
1,54007,26,F
1,47409,44,M
1,70112,25,M
1,6266,33,M
1,57823,63,M
1,50206,26,M
1,77281,40,F
1,25877,69,F
1,49114,84,M
1,44011,38,M
1,61150,43,F
1,64004,28,M
1,48968,37,M
1,75348,58,F
1,70877,38,F
1,85993,40,M
1,13432,41,F
1,80788,10,F
1,52409,40,M
1,24476,63,F
1,37602,57,M
1,44531,1,F
1,68292,56,F
1,52186,42,F
1,25056,67,F
1,12252,39,F
1,73453,48,F
1,58594,39,F
1,74726,68,F
1,67291,45,M
1,55824,46,M
1,85835,37,M
1,57897,24,F
1,32218,7,F
1,35355,31,F
1,35162,36,F
1,75677,12,M
1,74031,39,M
1,48316,31,F
1,52051,44,F
1,53266,25,M
1,68765,67,F
1,35055,42,M
1,76231,46,M
1,49242,43,M
1,43203,49,M
1,74187,57,M
1,46797,37,M
1,3344,63,F
1,33317,39,M
1,3577,45,F
1,53538,38,F
1,6331,38,F
1,63514,36,M
1,56406,23,F
1,54232,53,F
1,40664,31,F
1,20463,34,F
1,35749,44,M
1,26404,55,F
1,40270,54,M
1,70241,39,M
1,19877,24,F
1,8415,31,F
1,42464,36,M
1,33205,31,M
1,35444,12,M
1,36037,66,M
1,7084,39,M
1,38007,70,M
1,42397,41,F
1,30065,48,F
1,49198,9,F
1,80980,67,F
1,31187,40,F
1,57716,37,F
1,60251,41,M
1,44212,36,F
1,37459,41,M
1,52232,3,F
1,23674,9,M
1,60865,61,F
1,41775,30,F
1,12543,38,F
1,14207,30,F
1,17272,41,F
1,68567,40,F
1,69226,8,F
1,80674,1,F
1,33515,51,F
1,8260,43,F
1,71769,37,M
1,55996,41,F
1,66149,47,M
1,68451,28,F
1,47261,43,F
1,69820,63,M
1,87761,12,M
1,43518,14,M
1,63106,10,F
1,78628,42,F
1,36634,68,F
1,9339,22,F
1,47478,35,M
1,50323,21,F
1,59122,60,F
1,51887,47,M
1,84753,60,M
1,15210,77,M
1,38483,33,M
1,62008,70,F
1,49592,37,M
1,30390,47,F
1,37226,66,M
1,25470,43,F
1,38952,48,F
1,30763,30,F
1,79619,26,M
1,77669,43,F
1,7746,32,F
1,60465,27,M
1,58092,65,F
1,73293,59,M
1,35690,67,M
1,71079,66,F
1,52982,31,F
1,41537,4,M
1,82066,5,F
1,6328,62,F
1,70470,41,F
1,51100,24,M
1,70416,43,F
1,53891,42,F
1,86471,74,F
1,23199,43,F
1,61935,53,F
1,60662,34,F
1,69029,30,M
1,84254,42,F
1,38368,29,F
1,51997,45,M
1,5031,31,F
1,79890,7,F
1,80535,77,M
1,1343,34,M
1,52277,35,F
1,83195,45,M
1,71102,25,M
1,60941,59,F
1,47686,28,F
1,55926,0,F
1,64498,40,F
1,58598,43,F
1,69174,32,M
1,47501,28,F
1,28965,42,F
1,7490,36,M
1,48187,27,F
1,44463,8,M
1,57071,31,F
1,2606,43,M
1,62269,46,M
1,83600,65,F
1,26410,39,M
1,3227,55,F
1,47248,19,M
1,64105,36,M
1,87739,64,F
1,47775,30,M
1,56847,34,F
1,54992,59,F
1,80870,6,F
1,19224,65,M
1,50880,61,M
1,14291,39,F
1,35481,25,M
1,65449,41,F
1,27880,38,F
1,58578,66,F
1,77279,39,M
1,42227,30,M
1,80399,38,F
1,3044,41,F
1,29255,38,F
1,54773,37,F
1,18897,48,M
1,54810,35,F
1,9499,35,M
1,23472,33,M
1,84786,42,F
1,51469,10,F
1,43259,37,F
1,1519,49,F
1,65943,42,F
1,62893,39,F
1,50319,44,F
1,32165,53,F
1,70924,52,M
1,40616,38,F
1,64476,31,M
1,43458,65,F
1,70185,38,F
1,66390,35,F
1,43227,33,F
1,85070,33,M
1,34630,52,M
1,18313,26,M
1,44478,34,F
1,10247,47,F
1,6175,33,F
1,33555,27,F
1,75932,36,M
1,57838,8,F
1,49938,34,M
1,44397,30,M
1,6347,8,M
1,5103,32,F
1,61886,30,M
1,47490,21,F
1,27624,32,F
1,47456,27,M
1,70678,37,F
1,30258,37,F
1,71621,33,M
1,86082,9,M
1,71820,64,M
1,48774,42,F
1,26328,30,M
1,1159,25,F
1,44835,32,F
1,76675,51,M
1,861,42,F
1,15019,48,M
1,50283,45,F
1,51148,26,F
1,40876,65,F
1,58136,9,M
1,651,37,F
1,38780,41,M
1,15503,30,F
1,32111,30,F
1,7791,54,F
1,67647,32,M
1,61836,35,F
1,66820,33,F
1,54070,62,F
1,64256,65,F
1,57097,38,F
1,4477,26,M
1,11449,5,M
1,57777,10,F
1,67805,49,M
1,84259,0,M
1,3359,40,F
1,79884,22,M
1,5585,79,F
1,70714,42,F
1,51182,36,M
1,62426,5,M
1,44235,34,F
1,71682,31,M
1,75723,24,M
1,39146,71,F
1,50623,45,F
1,46843,1,M
1,10317,37,M
1,28465,40,M
1,3628,33,F
1,1896,12,F
1,63439,35,F
1,35983,19,M
1,36380,38,F
1,36594,35,M
1,20877,28,F
1,71089,33,M
1,56908,30,M
1,46860,25,F
1,4807,39,F
1,48245,20,M
1,18856,78,M
1,43595,5,F
1,82172,40,M
1,62212,44,F
1,50887,24,M
1,15081,19,F
1,9943,31,F
1,53433,34,F
1,49395,37,M
1,55708,1,M
1,1360,37,M
1,13902,26,F
1,35368,40,F
1,72996,73,F
1,36927,56,M
1,35389,28,F
1,14637,92,F
1,7118,36,F
1,71948,22,F
1,32694,39,F
1,67845,36,M
1,3663,33,F
1,58765,33,F
1,40082,57,M
1,56375,64,F
1,40366,31,F
1,7150,68,F
1,27130,32,M
1,79054,34,F
1,45284,41,M
1,30478,28,M
1,22080,65,F
1,40075,19,M
1,4985,49,F
1,58473,33,F
1,41254,73,F
1,45754,4,M
1,36012,72,M
1,76782,9,M
1,60051,32,M
1,71604,37,F
1,44868,28,F
1,5376,50,F
1,79738,26,M
1,13932,49,F
1,40653,45,F
1,86708,48,F
1,75504,21,M
1,34471,38,F
1,81300,3,F
1,41844,36,M
1,38037,28,F
1,4058,32,M
1,30369,58,M
1,81106,47,M
1,45389,37,M
1,22544,39,F
1,71163,34,F
1,14503,25,F
1,80201,71,M
1,66141,30,M
1,45424,26,M
1,38883,40,F
1,41696,32,F
1,41378,45,M
1,38873,71,M
1,58844,36,M
1,45910,40,F
1,39118,65,F
1,8616,38,F
1,22826,36,M
1,55924,42,M
1,80112,66,M
1,79193,29,F
1,80650,42,M
1,8088,21,M
1,76858,38,F
1,2007,37,F
1,34506,67,F
1,28471,44,F
1,82054,35,F
1,77892,29,F
1,70097,30,F
1,59781,30,F
1,14633,19,M
1,15376,39,F
1,37219,12,F
1,47170,32,M
1,3923,36,M
1,57991,58,F
1,19322,38,F
1,66030,30,F
1,84396,55,M
1,85781,34,M
1,56264,38,M
1,57229,24,M
1,35565,33,F
1,39650,44,M
1,60712,27,M
1,35084,44,M
1,55405,33,M
1,30487,44,M
1,72465,24,F
1,7833,66,F
1,37952,41,F
1,85505,62,F
1,85841,42,M
1,54909,31,F
1,51108,47,M
1,59365,35,F
1,79580,14,F
1,62444,31,F
1,29343,40,F
1,58506,59,F
1,48535,9,F
1,35914,29,F
1,58287,20,M
1,77774,65,F
1,55458,32,M
1,70422,68,F
1,72732,32,F
1,74993,31,F
1,35052,43,F
1,71518,32,F
1,20535,71,M
1,18888,54,F
1,35053,41,F
1,17205,37,M
1,84376,44,M
1,65654,34,M
1,26271,67,F
1,41862,52,M
1,53443,61,F
1,81127,13,F
1,12089,49,F
1,45037,28,M
1,38665,42,M
1,40037,28,M
1,35246,50,F
1,60924,44,M
1,39105,59,M
1,5920,43,F
1,56133,45,F
1,35394,41,F
1,35976,116,F
1,12257,34,F
1,81694,9,F
1,7952,26,F
1,69570,33,F
1,7399,41,F
1,72804,13,F
1,58078,28,F
1,5677,41,F
1,75783,31,F
1,65992,12,F
1,8255,52,M
1,20649,32,F
1,54309,34,F
1,52841,31,M
1,61164,3,F
1,80896,33,F
1,2213,36,M
1,78252,14,M
1,24643,28,F
1,43177,5,M
1,54325,68,F
1,26488,23,F
1,27427,9,M
1,54308,24,M
1,87430,73,F
1,40153,65,F
1,27665,70,F
1,31947,33,M
1,60648,28,M
1,73475,7,F
1,79107,53,F
1,5499,35,F
1,48683,38,M
1,39631,70,F
1,14075,72,F
1,65202,36,M
1,20618,36,M
1,26796,44,F
1,40568,38,M
1,26877,35,F
1,52257,67,F
1,61492,46,M
1,80097,47,M
1,26789,63,F
1,86535,33,M
1,65369,55,F
1,58050,39,F
1,54132,24,M
1,8291,36,F
1,46593,29,F
1,60127,42,F
1,65302,31,F
1,66999,72,F
1,18491,22,F
1,81822,12,F
1,9760,30,F
1,75942,42,F
1,32517,30,F
1,51180,34,M
1,26677,64,M
1,52698,35,F
1,30261,45,M
1,68885,45,M
1,15972,43,F
1,22688,27,M
1,66616,32,F
1,65618,34,F
1,41770,34,F
1,55105,38,F
1,22607,32,M
1,78255,24,M
1,53029,34,F
1,85391,32,F
1,48007,32,F
1,56470,35,M
1,27964,39,F
1,11689,43,M
1,72321,16,M
1,77934,29,M
1,22683,39,F
1,65880,39,F
1,15389,24,F
1,85384,37,M
1,74061,32,M
1,9800,25,M
1,47622,37,M
1,15144,36,F
1,58353,42,M
1,354,34,F
1,61579,69,M
1,44084,40,M
1,84295,32,F
1,57138,12,F
1,72420,57,F
1,45564,33,F
1,65149,60,F
1,48089,30,F
1,12367,49,F
1,30270,57,F
1,8243,18,M
1,47752,42,F
1,54205,65,F
1,81963,42,F
1,46886,41,F
1,38203,67,F
1,73084,35,F
1,73255,45,F
1,57010,73,M
1,28520,8,M
1,47633,28,M
1,32559,6,M
1,64584,67,F
1,81826,25,F
1,58834,43,F
1,4722,68,F
1,8423,33,F
1,31145,28,F
1,34202,28,F
1,71284,4,F
1,80847,63,F
1,60232,34,F
1,58599,71,M
1,44665,45,F
1,52340,50,F
1,19021,40,F
1,5098,35,F
1,72548,48,M
1,32996,70,M
1,83356,32,F
1,49737,40,M
1,44224,57,F
1,55923,39,F
1,61659,15,M
1,81591,14,M
1,83653,58,M
1,84060,24,F
1,67246,34,F
1,47628,31,F
1,66031,35,M
1,82369,74,F
1,69740,32,F
1,49523,30,F
1,46420,19,M
1,40035,39,M
1,55171,11,M
1,12985,23,F
1,2110,24,M
1,4486,33,F
1,30730,33,F
1,74610,39,M
1,73384,29,M
1,56517,41,M
1,55290,45,F
1,62476,52,M
1,7883,45,F
1,56630,58,M
1,22128,64,F
1,54965,24,F
1,70754,87,F
1,49946,7,F
1,84858,11,F
1,53616,59,F
1,32329,65,F
1,55881,35,F
1,46152,26,F
1,62924,54,M
1,28218,26,M
1,85916,0,F
1,74948,37,M
1,29610,62,F
1,16617,25,F
1,15582,19,F
1,74433,60,F
1,73744,15,M
1,68067,46,M
1,51484,42,F
1,35152,33,F
1,62518,53,M
1,75150,41,F
1,43164,69,F
1,61686,33,M
1,41190,59,F
1,31444,40,F
1,72301,33,F
1,21085,46,M
1,59485,63,M
1,56023,40,M
1,71484,9,F
1,30959,46,F
1,78409,60,F
1,80262,24,F
1,34880,54,F
1,67442,35,F
1,70564,44,M
1,7074,20,F
1,40378,29,M
1,61759,45,F
1,50728,35,M
1,60212,45,F
1,43255,8,F
1,16979,49,F
1,17364,28,F
1,33928,40,F
1,59096,29,F
1,82237,28,F
1,56239,36,M
1,39437,28,M
1,60490,58,F
1,46936,33,M
1,68152,57,F
1,87050,35,F
1,55663,42,F
1,15998,40,M
1,64718,32,M
1,63508,32,F
1,10776,48,M
1,7797,35,M
1,51864,38,M
1,48323,39,F
1,67190,41,M
1,6013,37,F
1,53236,38,F
1,43428,33,M
1,27084,9,F
1,9209,37,F
1,48128,52,F
1,13297,63,F
1,82189,59,F
1,83800,27,M
1,5893,30,F
1,49857,39,M
1,72623,42,F
1,44287,41,F
1,83971,16,M
1,5136,38,M
1,40274,42,F
1,60244,44,M
1,82044,59,F
1,58643,66,M
1,85710,69,F
1,23604,61,M
1,8014,59,F
1,43641,51,M
1,17114,32,F
1,64285,34,F
1,69185,21,M
1,83006,23,F
1,56542,65,F
1,35059,31,F
1,68052,48,F
1,79527,66,M
1,7214,32,M
1,73249,32,F
1,543,34,F
1,51360,61,M
1,13742,38,F
1,52500,40,M
1,62484,49,M
1,61696,66,F
1,26203,46,F
1,34660,13,F
1,63941,7,F
1,77815,35,F
1,68099,29,M
1,46634,68,F
1,22583,37,F
1,70327,50,F
1,70418,11,M
1,24713,43,M
1,40033,39,F
1,30104,30,F
1,48962,40,F
1,82313,30,M
1,28037,47,M
1,37818,64,F
1,77275,33,M
1,57165,17,F
1,69394,40,M
1,36745,7,M
1,30085,35,M
1,69467,41,M
1,24219,26,F
1,73403,10,F
1,59393,63,F
1,76434,40,F
1,86749,47,M
1,78250,40,M
1,32203,42,F
1,57511,31,F
1,57181,44,M
1,69611,46,M
1,27914,29,M
1,57257,34,M
1,5987,2,F
1,49884,11,F
1,22573,8,F
1,44988,47,M
1,58921,42,F
1,47822,42,M
1,25517,31,M
1,45237,35,F
1,33752,33,F
1,50224,50,F
1,69303,43,M
1,36144,34,F
1,15352,49,M
1,42965,38,M
1,55816,35,M
1,51913,38,F
1,27874,27,F
1,19086,23,M
1,66333,32,F
1,82124,46,F
1,82543,13,F
1,15515,32,F
1,9856,19,F
1,29858,77,F
1,64260,42,F
1,7048,71,M
1,34790,29,F
1,59955,59,M
1,28605,39,F
1,45942,40,M
1,57403,62,F
1,63637,33,F
1,67367,12,M
1,74537,26,M
1,62885,6,M
1,24313,43,M
1,28261,36,M
1,42506,47,F
1,57106,36,F
1,36627,50,M
1,4274,24,M
1,86127,44,F
1,62871,4,M
1,42654,43,M
1,26473,70,F
1,76478,30,M
1,60268,24,M
1,34658,35,F
1,76,43,M
1,56512,35,F
1,83303,57,F
1,86073,36,F
1,74850,18,F
1,58901,62,F
1,24703,67,M
1,906,41,F
1,56466,49,M
1,83217,35,M
1,55975,56,F
1,75553,63,F
1,82770,32,F
1,7450,33,F
1,15298,40,F
1,31674,28,F
1,32862,42,F
1,63656,12,F
1,49597,7,F
1,40883,34,F
1,6896,36,F
1,19141,84,F
1,44079,26,F
1,79559,30,M
1,31257,38,F
1,35130,39,M
1,3272,40,M
1,45863,35,F
1,74208,36,F
1,75685,9,F
1,7931,56,M
1,21757,32,F
1,49623,37,F
1,3979,34,M
1,40248,29,F
1,32210,40,F
1,80497,46,M
1,35877,13,F
1,43357,29,F
1,8861,23,F
1,63789,35,F
1,51068,47,F
1,80335,27,F
1,64054,40,M
1,76549,71,M
1,36673,6,M
1,37738,37,F
1,41798,33,M
1,71922,52,F
1,38705,62,M
1,81274,11,F
1,19915,32,M
1,56427,42,F
1,70978,56,M
1,2341,71,F
1,44404,12,F
1,77497,18,F
1,42798,32,F
1,87349,66,F
1,71763,2,M
1,70962,40,M
1,24635,46,F
1,37444,38,F
1,16670,32,F
1,74985,37,M
1,72069,38,F
1,9701,31,F
1,81885,19,F
1,62774,70,M
1,73612,28,M
1,46252,36,F
1,39843,50,M
1,58926,59,F
1,31789,27,F
1,17418,25,F
1,84105,30,M
1,74035,13,F
1,46632,32,M
1,28392,31,M
1,68070,27,F
1,80819,46,M
1,77584,48,M
1,38580,51,F
1,68028,41,F
1,36168,18,F
1,73864,44,F
1,23614,3,F
1,65615,9,F
1,77942,62,F
1,83628,37,F
1,60835,70,M
1,1024,35,F
1,59597,30,F
1,70450,42,M
1,83102,41,F
1,40279,1,M
1,19030,38,M
1,75264,49,F
1,52052,46,F
1,44222,34,F
1,56522,33,F
1,18235,8,M
1,33212,39,M
1,32375,29,F
1,69629,40,F
1,71666,44,F
1,78975,37,M
1,17084,35,M
1,5384,69,M
1,62867,35,M
1,70570,44,M
1,74542,66,F
1,50904,46,F
1,76255,48,M
1,53435,31,F
1,35202,36,M
1,64418,27,F
1,33911,36,F
1,73047,2,F
1,43063,9,M
1,63551,36,M
1,22277,39,M
1,35018,37,F
1,77991,65,M
1,56660,32,F
1,78172,36,M
1,84341,41,F
1,72086,31,F
1,35154,35,M
1,47377,66,F
1,55688,5,F
1,64663,38,F
1,43424,70,F
1,42319,47,F
1,356,43,F
1,51169,23,M
1,50331,3,F
1,36353,47,F
1,76409,29,M
1,61294,34,F
1,28729,19,M
1,22765,37,F
1,30089,66,M
1,4314,17,M
1,50081,8,F
1,39065,42,F
1,58483,34,M
1,81620,35,M
1,16794,45,F
1,55250,15,M
1,25808,40,F
1,81850,32,M
1,62901,35,F
1,63119,46,F
1,53409,51,M
1,58412,34,F
1,4915,38,F
1,53694,23,M
1,81993,38,F
1,58816,23,F
1,47984,40,F
1,43121,44,F
1,76260,38,M
1,26184,60,F
1,82593,7,F
1,62950,5,F
1,4835,26,F
1,29453,34,M
