election_id,voter_id,project_id
1,51425,668
1,51425,645
1,51425,640
1,51425,1554
1,51425,926
1,43899,659
1,43899,1061
1,43899,1556
1,43899,1034
1,43899,210
1,43899,300
1,43899,1967
1,43899,1027
1,43899,1010
1,43899,1432
1,43899,1534
1,43899,985
1,43899,1115
1,31882,659
1,31882,1024
1,31882,210
1,31882,635
1,31882,264
1,31882,349
1,31882,346
1,31882,1967
1,31882,1072
1,31882,1432
1,31882,985
1,31882,1531
1,31882,184
1,31882,1075
1,31882,1115
1,31882,1058
1,31882,668
1,31882,2098
1,31882,1467
1,31882,1018
1,77199,1024
1,77199,1106
1,77199,1556
1,77199,635
1,77199,264
1,77199,300
1,77199,346
1,77199,1967
1,77199,1027
1,77199,1010
1,77199,1110
1,77199,1072
1,77199,1551
1,77199,1534
1,77199,985
1,77199,184
1,77199,1573
1,77199,1644
1,77199,1115
1,77199,639
1,77199,1462
1,77199,1619
1,69379,643
1,30451,1106
1,30451,1034
1,30451,300
1,30451,349
1,30451,346
1,30451,1967
1,30451,1027
1,30451,1010
1,30451,2257
1,30451,1072
1,30451,2209
1,30451,1551
1,30451,1432
1,30451,985
1,30451,184
1,30451,1075
1,30451,1644
1,30451,639
1,30451,1557
1,30451,1560
1,30451,641
1,30451,1043
1,30451,645
1,30451,1787
1,30451,1018
1,16962,659
1,16962,1024
1,16962,1061
1,16962,210
1,16962,1110
1,16962,1432
1,16962,1075
1,16962,1573
1,16962,1115
1,16962,638
1,15450,659
1,15450,1024
1,15450,1106
1,15450,1556
1,15450,635
1,15450,264
1,15450,643
1,15450,346
1,15450,1110
1,15450,2257
1,15450,1806
1,15450,1557
1,15450,1462
1,15450,1560
1,15450,1619
1,7204,659
1,7204,638
1,71541,659
1,71541,1061
1,71541,344
1,71541,1106
1,71541,1556
1,71541,1034
1,71541,300
1,71541,643
1,71541,349
1,71541,346
1,71541,1967
1,71541,1027
1,71541,1110
1,71541,1072
1,71541,2209
1,71541,1432
1,71541,1534
1,71541,985
1,71541,1531
1,71541,1806
1,71541,1075
1,71541,1573
1,71541,1644
1,71541,1557
1,71541,1949
1,71541,1603
1,71541,1787
1,71541,926
1,80864,1024
1,80864,344
1,80864,635
1,80864,300
1,80864,643
1,80864,349
1,80864,1967
1,80864,1072
1,80864,2209
1,80864,1462
1,80864,1043
1,80864,645
1,80864,640
1,80864,1554
1,54872,1024
1,54872,1106
1,54872,1034
1,54872,635
1,54872,264
1,54872,2257
1,54872,1551
1,54872,1560
1,54872,1501
1,54872,1459
1,70697,659
1,70697,1106
1,70697,1556
1,70697,635
1,70697,264
1,70697,300
1,70697,643
1,70697,349
1,70697,346
1,70697,1027
1,70697,1010
1,70697,1110
1,70697,1072
1,70697,1432
1,70697,1534
1,70697,1806
1,70697,1075
1,70697,1644
1,70697,1557
1,70697,1462
1,70697,641
1,70697,1058
1,70697,668
1,70697,640
1,70697,1501
1,25995,659
1,25995,1024
1,25995,1061
1,25995,344
1,25995,1556
1,25995,1034
1,25995,635
1,25995,264
1,25995,300
1,25995,643
1,25995,349
1,25995,1967
1,25995,1027
1,25995,1010
1,25995,2209
1,25995,1551
1,25995,1432
1,25995,1534
1,25995,1075
1,25995,1115
1,25995,1462
1,25995,1619
1,25995,1603
1,25995,1229
1,44026,1024
1,44026,1061
1,44026,635
1,44026,264
1,44026,1551
1,44026,637
1,44026,184
1,44026,1644
1,44026,639
1,44026,1560
1,44026,1459
1,21224,659
1,21224,1024
1,21224,1061
1,21224,344
1,21224,1106
1,21224,1034
1,21224,264
1,21224,300
1,21224,643
1,21224,349
1,21224,1967
1,21224,1027
1,21224,2257
1,21224,1534
1,21224,985
1,21224,1531
1,21224,1806
1,21224,1075
1,21224,1560
1,21224,641
1,21224,1058
1,21224,1619
1,21224,668
1,21224,645
1,21224,1467
1,21224,1787
1,21224,1554
1,21224,1018
1,21224,1490
1,21224,1229
1,77869,1024
1,77869,1061
1,77869,344
1,77869,210
1,77869,300
1,77869,349
1,77869,346
1,77869,2257
1,77869,2209
1,77869,1551
1,77869,985
1,77869,1531
1,77869,184
1,77869,1075
1,77869,1573
1,77869,1115
1,77869,1560
1,77869,2098
1,77869,1603
1,52364,1024
1,52364,1061
1,52364,210
1,70883,1024
1,70883,1061
1,70883,1556
1,70883,1034
1,70883,1010
1,70883,1072
1,70883,1806
1,70883,1462
1,23269,659
1,23269,1061
1,23269,344
1,23269,635
1,23269,300
1,23269,349
1,23269,346
1,23269,1027
1,23269,1072
1,23269,1432
1,23269,1462
1,23269,641
1,23269,645
1,5721,1967
1,5721,1072
1,5721,1551
1,5721,1557
1,12570,659
1,12570,1024
1,12570,344
1,12570,1106
1,12570,1034
1,12570,210
1,12570,264
1,12570,643
1,12570,1432
1,12570,1534
1,12570,1806
1,12570,1644
1,12570,1115
1,12570,1462
1,55726,1106
1,55726,1556
1,55726,1034
1,55726,210
1,55726,635
1,55726,349
1,55726,1967
1,55726,1027
1,55726,2257
1,55726,1072
1,55726,1551
1,55726,1432
1,55726,985
1,55726,1806
1,55726,637
1,55726,1075
1,55726,1573
1,55726,639
1,55726,1560
1,55726,1058
1,55726,1043
1,55726,2098
1,26851,1024
1,26851,1034
1,26851,2209
1,26851,1531
1,26851,1644
1,26851,926
1,67922,1061
1,67922,1556
1,67922,2209
1,67922,985
1,40755,659
1,83332,659
1,83332,1024
1,83332,1106
1,83332,1556
1,83332,1034
1,83332,210
1,83332,635
1,83332,264
1,83332,300
1,83332,643
1,83332,1967
1,83332,1027
1,83332,985
1,83332,1531
1,83332,637
1,83332,1644
1,83332,1115
1,83332,1462
1,83332,1603
1,83648,985
1,23538,1024
1,23538,300
1,23538,1551
1,23538,184
1,49130,659
1,49130,1024
1,49130,344
1,49130,1106
1,49130,1556
1,49130,210
1,49130,635
1,49130,643
1,49130,349
1,49130,346
1,49130,1967
1,49130,1010
1,49130,2257
1,49130,1072
1,49130,1551
1,49130,1534
1,49130,985
1,49130,1806
1,49130,1644
1,49130,641
1,49130,1058
1,49130,1043
1,49130,638
1,81819,346
1,81819,1462
1,74180,659
1,74180,1034
1,74180,210
1,74180,643
1,74180,1967
1,74180,1027
1,74180,2257
1,74180,1551
1,74180,985
1,74180,1075
1,74180,1115
1,74180,639
1,74180,1619
1,74180,2098
1,65836,1024
1,65836,1034
1,65836,1967
1,65836,637
1,65836,1075
1,31849,659
1,31849,1024
1,31849,1556
1,31849,1034
1,31849,210
1,31849,635
1,31849,264
1,31849,1967
1,31849,1027
1,31849,1551
1,31849,1531
1,31849,1075
1,31849,1644
1,31849,639
1,31849,1557
1,31849,1619
1,31849,638
1,31849,1554
1,31849,1501
1,56443,659
1,56443,1024
1,56443,1061
1,56443,344
1,56443,1106
1,56443,1556
1,56443,1034
1,56443,210
1,56443,264
1,56443,349
1,56443,1027
1,56443,1010
1,56443,2257
1,56443,2209
1,56443,985
1,56443,1531
1,56443,1058
1,56443,668
1,56443,1043
1,56443,638
1,56443,1603
1,56443,1467
1,56443,1957
1,47181,659
1,47181,1024
1,47181,1061
1,47181,344
1,47181,1106
1,47181,1556
1,47181,210
1,47181,300
1,47181,349
1,47181,2257
1,47181,1551
1,47181,1432
1,47181,1534
1,47181,1573
1,78127,1024
1,78127,344
1,78127,1034
1,78127,264
1,78127,300
1,78127,349
1,78127,346
1,78127,2257
1,78127,1072
1,78127,2209
1,78127,1531
1,78127,1806
1,78127,184
1,78127,1573
1,78127,1644
1,78127,639
1,78127,1557
1,78127,668
1,78127,1603
1,78127,1459
1,43049,659
1,43049,1061
1,43049,344
1,43049,1556
1,43049,1034
1,43049,264
1,43049,300
1,43049,643
1,43049,349
1,43049,346
1,43049,1967
1,43049,1010
1,43049,2257
1,43049,1072
1,43049,1551
1,43049,1534
1,43049,985
1,43049,1531
1,43049,1806
1,43049,637
1,43049,1075
1,43049,1573
1,43049,1644
1,43049,1115
1,43049,1557
1,43049,1560
1,43049,1619
1,43049,668
1,43049,638
1,43049,1949
1,43049,645
1,43049,926
1,46528,1024
1,46528,210
1,46528,635
1,46528,264
1,46528,643
1,46528,637
1,46528,184
1,46528,1573
1,46528,1459
1,61894,659
1,61894,1024
1,61894,344
1,61894,210
1,61894,349
1,61894,1027
1,61894,2257
1,61894,1432
1,61894,1806
1,61894,637
1,61894,184
1,61894,1644
1,61894,1058
1,61894,1949
1,61894,2098
1,61894,1018
1,37524,659
1,37524,1061
1,37524,1106
1,37524,1556
1,37524,1034
1,37524,210
1,37524,1110
1,37524,1557
1,38069,659
1,38069,1061
1,38069,344
1,38069,1106
1,38069,1556
1,38069,210
1,38069,635
1,38069,264
1,38069,300
1,38069,643
1,38069,1027
1,38069,1110
1,38069,1551
1,38069,1432
1,38069,1534
1,38069,637
1,38069,1573
1,38069,1115
1,38069,1619
1,38069,645
1,38069,1554
1,38069,1459
1,38069,1018
1,37499,659
1,37499,1024
1,37499,1061
1,37499,344
1,37499,1556
1,37499,635
1,37499,264
1,37499,300
1,37499,643
1,37499,349
1,37499,346
1,37499,1010
1,37499,2257
1,37499,1551
1,37499,1534
1,37499,985
1,37499,637
1,37499,184
1,37499,1573
1,37499,639
1,37499,1560
1,37499,641
1,37499,1058
1,37499,1949
1,37499,1603
1,37499,1501
1,37499,1459
1,37499,1018
1,32642,659
1,32642,1106
1,32642,1556
1,32642,1034
1,32642,635
1,32642,264
1,32642,643
1,32642,1967
1,32642,1027
1,32642,1010
1,32642,1072
1,32642,2209
1,32642,1432
1,32642,1531
1,32642,1806
1,32642,637
1,32642,184
1,32642,1644
1,32642,639
1,32642,1462
1,32642,1560
1,32642,1619
1,32642,668
1,32642,1501
1,63218,1024
1,63218,344
1,63218,210
1,63218,635
1,63218,300
1,63218,349
1,63218,346
1,63218,1027
1,63218,1010
1,63218,2209
1,63218,1432
1,63218,184
1,63218,1115
1,63218,1560
1,63218,1603
1,63218,1787
1,63218,1018
1,67341,1556
1,67341,635
1,67341,349
1,67341,1967
1,67341,1072
1,67341,2209
1,67341,641
1,67341,1619
1,67341,1043
1,60603,344
1,60603,1010
1,60603,1072
1,60603,2098
1,60603,645
1,60603,1467
1,60603,1018
1,60603,1490
1,67663,1024
1,67663,344
1,67663,1106
1,67663,210
1,67663,635
1,67663,300
1,67663,643
1,67663,349
1,67663,1967
1,67663,1027
1,67663,1110
1,67663,1534
1,67663,1573
1,67663,1644
1,67663,1115
1,67663,639
1,67663,1557
1,67663,1560
1,67663,641
1,67663,1619
1,67663,668
1,67663,638
1,67663,645
1,67663,640
1,67663,1603
1,67663,1554
1,67663,1957
1,67663,1018
1,22456,1061
1,22456,300
1,22456,1551
1,22456,1432
1,22456,1531
1,22456,1115
1,22456,1557
1,22456,1462
1,37588,1024
1,37588,1106
1,37588,1556
1,37588,264
1,37588,300
1,37588,643
1,37588,346
1,37588,1967
1,37588,1027
1,37588,1010
1,37588,2209
1,37588,1551
1,37588,1432
1,37588,1534
1,37588,985
1,37588,1531
1,37588,1806
1,37588,637
1,37588,1075
1,37588,639
1,37588,1557
1,37588,1462
1,37588,641
1,37588,1619
1,37588,668
1,37588,1043
1,37588,638
1,37588,645
1,37588,640
1,37588,1467
1,37588,1554
1,37588,1957
1,37588,1018
1,37588,1490
1,11830,1024
1,11830,344
1,11830,1106
1,11830,1556
1,11830,1034
1,11830,300
1,11830,643
1,11830,1967
1,11830,1027
1,11830,1010
1,11830,1110
1,11830,2257
1,11830,2209
1,11830,1551
1,11830,1432
1,11830,1534
1,11830,1531
1,11830,1806
1,11830,1075
1,11830,1573
1,11830,1115
1,11830,1557
1,11830,1560
1,11830,1058
1,11830,668
1,11830,1043
1,11830,1949
1,11830,1603
1,11830,1467
1,11830,1554
1,11830,1501
1,11830,1459
1,11830,1490
1,41723,659
1,41723,1432
1,41723,638
1,9632,1061
1,9632,344
1,9632,1034
1,9632,264
1,9632,346
1,9632,2257
1,9632,2209
1,9632,637
1,9632,184
1,9632,1075
1,9632,1573
1,9632,639
1,9632,1560
1,9632,1949
1,9632,1459
1,61692,344
1,61692,1556
1,61692,1034
1,61692,346
1,61692,1010
1,61692,1072
1,61692,1644
1,61692,1560
1,62506,659
1,62506,1024
1,62506,1106
1,62506,1034
1,62506,210
1,62506,1027
1,62506,2257
1,62506,1072
1,3437,659
1,3437,1024
1,3437,344
1,3437,1106
1,3437,1556
1,3437,635
1,3437,300
1,3437,349
1,3437,346
1,3437,1110
1,3437,2257
1,3437,1072
1,3437,2209
1,3437,1551
1,3437,1432
1,3437,1534
1,3437,985
1,3437,1531
1,3437,1075
1,3437,1644
1,3437,1115
1,3437,1557
1,3437,1462
1,3437,641
1,3437,1058
1,3437,668
1,3437,638
1,3437,1949
1,3437,2098
1,3437,645
1,3437,640
1,3437,1603
1,3437,1467
1,3437,1787
1,50407,1556
1,58558,210
1,58558,300
1,58558,1027
1,58558,1010
1,58558,1432
1,58558,1531
1,58558,1573
1,58558,1462
1,58558,1058
1,58558,1467
1,58558,1501
1,8717,1061
1,8717,300
1,72256,1024
1,72256,1061
1,72256,1106
1,72256,1034
1,72256,210
1,72256,1027
1,72256,1110
1,72256,2257
1,72256,1551
1,72256,1432
1,72256,1534
1,72256,1075
1,72256,1115
1,72256,1557
1,72256,1619
1,72256,1554
1,72256,1501
1,71812,1024
1,71812,1061
1,71812,1106
1,71812,1556
1,71812,1967
1,71812,1010
1,71812,1110
1,71812,1459
1,65401,659
1,65401,1106
1,65401,1556
1,65401,210
1,65401,635
1,65401,264
1,65401,346
1,65401,1010
1,65401,1110
1,65401,2257
1,65401,2209
1,65401,1551
1,65401,985
1,65401,1531
1,65401,1806
1,65401,637
1,65401,184
1,65401,1573
1,65401,1560
1,65401,641
1,65401,668
1,65401,638
1,41623,659
1,41623,1024
1,41623,344
1,41623,1106
1,41623,1556
1,41623,1034
1,41623,635
1,41623,264
1,41623,300
1,41623,643
1,41623,1027
1,41623,1110
1,41623,2257
1,41623,1072
1,41623,2209
1,41623,1551
1,41623,1534
1,41623,985
1,41623,1531
1,41623,637
1,41623,1075
1,41623,639
1,41623,1462
1,41623,1560
1,41623,641
1,41623,1058
1,41623,1619
1,41623,1043
1,41623,638
1,41623,1949
1,41623,645
1,41623,640
1,41623,1603
1,41623,1467
1,41623,1501
1,41623,926
1,41623,1490
1,63185,1024
1,63185,300
1,63185,643
1,63185,1501
1,12205,659
1,12205,1024
1,12205,344
1,12205,1106
1,12205,1556
1,12205,1034
1,12205,210
1,12205,264
1,12205,643
1,12205,346
1,12205,1534
1,12205,1806
1,12205,637
1,12205,184
1,12205,1573
1,12205,1557
1,12205,1603
1,12205,1957
1,59349,659
1,59349,300
1,59349,643
1,59349,349
1,59349,1027
1,59349,1531
1,59349,1058
1,59349,1229
1,7786,659
1,7786,1024
1,7786,1061
1,7786,344
1,7786,1106
1,7786,1556
1,7786,635
1,7786,264
1,7786,349
1,7786,346
1,7786,1967
1,7786,1027
1,7786,2257
1,7786,1072
1,7786,1551
1,7786,1644
1,7786,1115
1,7786,1462
1,7786,1560
1,7786,641
1,7786,1058
1,7786,638
1,7786,1949
1,7786,1787
1,7786,926
1,7786,1229
1,45934,659
1,45934,1061
1,45934,344
1,45934,1106
1,45934,1556
1,45934,1034
1,45934,300
1,45934,346
1,45934,1967
1,45934,1027
1,45934,1110
1,45934,2257
1,45934,1072
1,45934,1551
1,45934,1432
1,45934,1534
1,45934,1531
1,45934,1075
1,45934,1573
1,45934,1115
1,45934,1557
1,45934,1619
1,45934,668
1,45934,638
1,45934,1501
1,45934,1018
1,50343,659
1,50343,1024
1,50343,1061
1,50343,344
1,50343,1106
1,50343,1556
1,50343,1034
1,50343,635
1,50343,264
1,50343,349
1,50343,346
1,50343,1010
1,50343,1110
1,50343,2257
1,50343,1072
1,50343,2209
1,50343,1551
1,50343,1534
1,50343,985
1,50343,1531
1,50343,1806
1,50343,637
1,50343,184
1,50343,1573
1,50343,668
1,50343,1949
1,50343,1603
1,50343,1501
1,50343,1018
1,73258,1024
1,73258,344
1,73258,1556
1,73258,210
1,73258,635
1,73258,264
1,73258,349
1,73258,1072
1,73258,1432
1,73258,985
1,73258,637
1,73258,1075
1,73258,1115
1,73258,639
1,73258,1560
1,73258,641
1,73258,1058
1,73258,1043
1,73258,1467
1,73258,1957
1,73258,1490
1,40561,659
1,40561,1024
1,40561,1061
1,40561,344
1,40561,1106
1,40561,1556
1,40561,635
1,40561,300
1,40561,643
1,40561,349
1,40561,1027
1,40561,1432
1,40561,985
1,40561,1806
1,40561,184
1,40561,1644
1,40561,641
1,40561,1043
1,40561,638
1,40561,1949
1,40561,645
1,40561,640
1,40561,1603
1,40561,1467
1,40561,1554
1,40561,1501
1,40561,926
1,40561,1957
1,40561,1018
1,40561,1490
1,71672,659
1,71672,1024
1,71672,1061
1,71672,344
1,71672,1106
1,71672,1556
1,71672,1034
1,71672,300
1,71672,349
1,71672,346
1,71672,1010
1,71672,2209
1,71672,1432
1,71672,1806
1,71672,1573
1,71672,1115
1,71672,1560
1,71672,641
1,71672,1043
1,71672,1949
1,71672,1787
1,71672,1229
1,82115,659
1,82115,1061
1,82115,1556
1,82115,210
1,82115,346
1,82115,1967
1,82115,1027
1,82115,1010
1,82115,1110
1,82115,2257
1,82115,1072
1,82115,1551
1,82115,1432
1,82115,1534
1,82115,985
1,82115,1531
1,82115,1806
1,82115,1573
1,82115,1644
1,82115,1115
1,82115,2098
1,46276,659
1,46276,1024
1,46276,1061
1,46276,344
1,46276,1556
1,46276,635
1,46276,264
1,46276,643
1,46276,349
1,46276,346
1,46276,1072
1,46276,2209
1,46276,1531
1,46276,1806
1,46276,637
1,46276,184
1,46276,1573
1,46276,639
1,46276,1462
1,46276,641
1,46276,1043
1,46276,1949
1,46276,1603
1,46276,1459
1,46276,1018
1,22593,659
1,22593,1061
1,22593,344
1,22593,1106
1,22593,1556
1,22593,1034
1,22593,635
1,22593,349
1,22593,1010
1,22593,1110
1,22593,2257
1,22593,1072
1,22593,2209
1,22593,1432
1,22593,985
1,22593,1806
1,22593,637
1,22593,184
1,22593,1075
1,22593,1644
1,22593,1115
1,22593,639
1,22593,1619
1,22593,668
1,22593,1043
1,22593,638
1,22593,1949
1,22593,2098
1,22593,1603
1,22593,1467
1,22593,926
1,22593,1957
1,62422,659
1,62422,1061
1,62422,1106
1,62422,1556
1,62422,1034
1,62422,210
1,62422,346
1,62422,1432
1,62422,1115
1,50550,659
1,50550,1106
1,50550,210
1,50550,643
1,50550,1967
1,50550,1432
1,50550,1534
1,50550,1573
1,50550,1115
1,50550,1557
1,83773,659
1,83773,1024
1,83773,1061
1,83773,344
1,83773,1106
1,83773,1034
1,83773,210
1,83773,635
1,83773,349
1,83773,346
1,83773,1110
1,83773,1072
1,83773,1806
1,83773,637
1,83773,1573
1,83773,639
1,83773,1459
1,85921,659
1,85921,1061
1,85921,344
1,85921,1106
1,85921,300
1,85921,643
1,85921,1027
1,85921,1110
1,85921,2257
1,85921,1072
1,85921,1551
1,85921,1432
1,85921,1534
1,85921,985
1,85921,1531
1,85921,1806
1,85921,184
1,85921,1573
1,85921,1644
1,85921,639
1,85921,641
1,85921,1058
1,85921,668
1,85921,638
1,85921,1949
1,85921,2098
1,85921,645
1,85921,640
1,85921,1467
1,85921,1501
1,85921,1459
1,85921,926
1,85921,1018
1,4156,659
1,4156,1024
1,4156,1061
1,4156,1106
1,4156,1034
1,4156,210
1,4156,635
1,4156,264
1,4156,346
1,4156,1027
1,4156,2257
1,4156,1551
1,4156,1534
1,4156,184
1,4156,1459
1,56943,1061
1,56943,349
1,56943,1043
1,56943,1467
1,56943,1490
1,70274,635
1,7139,1110
1,7139,1534
1,7139,184
1,14495,1024
1,14495,1459
1,28838,659
1,28838,1556
1,28838,635
1,28838,300
1,28838,643
1,28838,349
1,28838,1967
1,28838,1010
1,28838,1110
1,28838,2209
1,28838,1432
1,28838,1534
1,28838,985
1,28838,1806
1,28838,184
1,28838,1075
